Age,HorseId,季初評分,avg_名次,avg_頭馬距離,avg_速度_mps,avg_獨贏賠率,races_counted,horse_win_rate,horse_win_place_rate
5,HK_2023_J219,80.0,4.6,2.55,17.21170114087347,8.78,5.0,0.1578947368421052,0.4736842105263157
5,HK_2023_J317,80.0,3.333333333333333,1.3416666666666668,17.23650846265759,6.5,6.0,0.2777777777777778,0.5555555555555556
5,HK_2023_J276,80.0,4.4,1.55,16.57465322420138,8.7,5.0,0.2,0.4
5,HK_2023_J133,81.0,7.142857142857143,5.458333333333333,17.220466535106,42.22857142857144,7.0,0.1515151515151515,0.3333333333333333
5,HK_2023_J027,80.0,3.857142857142857,2.257142857142857,17.24528374230476,7.728571428571429,7.0,0.1428571428571428,0.4285714285714285
5,HK_2023_J260,78.0,6.75,3.125,16.64673030125474,12.875,4.0,0.2142857142857142,0.4285714285714285
5,HK_2024_K061,78.0,6.571428571428571,4.083333333333333,17.035775127768314,20.0,0.0,0.0,0.0
5,HK_2022_H461,78.0,4.428571428571429,2.9642857142857144,16.857726529822042,21.457142857142856,7.0,0.2272727272727272,0.4090909090909091
5,HK_2024_K385,77.0,3.0,2.0,16.799953481201726,19.3,4.0,0.25,0.75
5,HK_2023_J298,75.0,1.8333333333333333,0.75,16.64866629299003,4.25,6.0,0.1578947368421052,0.4736842105263157
5,HK_2023_J275,77.0,6.571428571428571,4.083333333333333,17.035775127768314,20.0,0.0,0.2,0.4666666666666667
5,HK_2023_J437,77.0,8.333333333333334,3.5,17.20522763051159,42.0,3.0,0.25,0.375
5,HK_2023_J291,77.0,6.0,4.5,16.949539037638935,48.5,2.0,0.1428571428571428,0.1428571428571428
